Country,Age,Gender,Perception regarding personal growth,Attitute toward personal growth,Consumer of personal growth program (Last 3 Years),Barrier to purchase,Personal Growth content invested,Audience Name,Financial Freedom Interest,Natural Products Interest,Spiritual Interest,Motivation Interest,Coaching 1:1 Interest,Top Interest (Cloud Word),Masterclass Awareness,Calm Awareness,Udemy Awareness,Mindvalley Awareness,Program Purchase Drivers
US,26-35,Female,Content that transforms,Time is a barrier,No,Lack of time,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",,,,,,,,,,,Listen to music,,,,,Spend time with my partner,,,",Familiar,Familiar,Not Familiar,Not Familiar,Time Convience
US,18-25,Female,Content that teaches,It is for Everyone,No,Awareness,,Great Resignation,Agree,Agree,Agree,Agree,Agree,",,,Do arts crafts,Socialise meet friends,Watch movies,,,Go for a walk,,,Listen to music,,Go on a nightout,Cook/bake,,,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Time Convience
US,26-35,Female,"No idea, never thought about it",Money is a barrier,No,Pricing,,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,Do arts crafts,,Watch movies,Browse social media,,,,,Listen to music,,,,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Male,Content that transforms,Credibility is a barrier,Yes,,Crisis healing,Great Resignation,Agree,Disagree,Agree,Agree,Agree,"Watch TV,,Play sports,,,,,Exercise,Go for a walk,,,,,,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,18-25,Female,"No idea, never thought about it",Time is a barrier,Yes,,Selfawareness,Holistic,Agree,Agree,Agree,Disagree,No opinion,",Read books,,,,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,,,Go on an excursion,,Cook/bake,,,Spend time with the kids,Go to a restaurant,",Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
US,36-45,Female,Content that teaches,It is for Everyone,No,Lack of time,,Holistic,Agree,Agree,Agree,Disagree,Agree,",,,Do arts crafts,,,,Exercise,Go for a walk,Learn new skills,,Listen to music,,,Cook/bake,,,,,",Familiar,Familiar,Familiar,Familiar,Time Convience
US,36-45,Female,Content that transforms,It is for Everyone,Yes,,Finding community,Connection Seeker,Disagree,Agree,Disagree,Agree,Agree,",,,,,Watch movies,Browse social media,,Go for a walk,,,,,,,Play video games,,,,",Familiar,Not Familiar,Familiar,Familiar,Content Relevance
US,26-35,Female,Content that transforms,It is for Everyone,No,Pricing,,Great Resignation,No opinion,No opinion,No opinion,No opinion,No opinion,"Watch TV,,,,,Watch movies,,Exercise,Go for a walk,,,,,,Cook/bake,,,Spend time with the kids,,",Very Familiar,Familiar,Very Familiar,Very Familiar,Time Convience
US,26-35,Female,Content that teaches,It is for Everyone,No,Pricing,,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,,Cook/bake,Play video games,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Male,Content that entertains,It is for Everyone,No,Awareness,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,,Exercise,Go for a walk,,,,,,Cook/bake,,,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Time Convience
US,26-35,Female,Content that teaches,Money is a barrier,Yes,,Holistic,Holistic,Agree,Agree,Agree,Disagree,Agree,",,,,,,,,,,,,,,Cook/bake,,,Spend time with the kids,,",Familiar,Very Familiar,Very Familiar,Very Familiar,Affordability
US,36-45,Male,Content that transforms,It is for Everyone,Yes,,Crisis healing,Kensho,Agree,Agree,Disagree,Agree,Agree,",,,,Socialise meet friends,,,Exercise,,,,,,,Cook/bake,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,36-45,Male,Content that teaches,It is for Everyone,Yes,,Selfawareness,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,Play sports,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,Go on an excursion,,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Very Familiar,Familiar,Not Familiar,Familiar,Content Relevance
US,26-35,Male,Content that entertains,Time is a barrier,No,Pricing,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,",,,Do arts crafts,,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,,,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Female,Content that teaches,It is for Everyone,Yes,,Selfawareness,Holistic,Agree,Agree,Agree,Agree,Agree,",,,,,,,,,,,,,,,,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Time Convience
US,18-25,Prefer not to say,Content that teaches,It is for Everyone,No,Pricing,,Great Resignation,Disagree,No opinion,Disagree,No opinion,No opinion,",,,,,Watch movies,,,,,,,,,Cook/bake,,,,,",Familiar,Familiar,Familiar,Familiar,Time Convience
US,26-35,Male,Content that transforms,Money is a barrier,Yes,,Selfawareness,Great Resignation,Agree,Agree,Agree,Agree,Disagree,"Watch TV,,,,,,,,,,,,,,,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,26-35,Female,Content that transforms,It is for Everyone,Yes,,Entrepreneurship/Leadership,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,,,,Go to a restaurant,",Not Familiar,Very Familiar,Familiar,Not Familiar,Affordability
US,36-45,Female,Content that teaches,It is for Everyone,Yes,,Crisis healing,Great Resignation,Disagree,Agree,Disagree,Agree,Agree,"Watch TV,,,Do arts crafts,,Watch movies,Browse social media,,,,,,,,Cook/bake,Play video games,,Spend time with the kids,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
US,18-25,Female,Content that transforms,Time is a barrier,No,Awareness,,Great Resignation,Agree,Disagree,No opinion,Disagree,Agree,",,,Do arts crafts,,,Browse social media,,,,,Listen to music,,,,Play video games,,,,",Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Male,Content that entertains,Credibility is a barrier,No,Lack of time,,Great Resignation,Agree,Disagree,Agree,Disagree,Agree,",,,,,,,,,,,,,,Cook/bake,,,Spend time with the kids,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Credibility
US,36-45,Prefer not to say,Content that transforms,It is for Everyone,No,Lack of time,,Spirituality Skeekers,Disagree,Disagree,Agree,Disagree,Agree,",,,,Socialise meet friends,Watch movies,,Exercise,,,,,,,,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,18-25,Female,Content that transforms,Time is a barrier,Yes,,Mindfullness,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,",Read books,,Do arts crafts,Socialise meet friends,Watch movies,,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,,,,,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Credibility
US,26-35,Male,Content that teaches,It is for Everyone,No,Awareness,,Great Resignation,Agree,Disagree,Disagree,Disagree,Disagree,"Watch TV,,,,,,,,,,,,,,,Play video games,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Male,Content that entertains,It is for Everyone,No,Not Interested,,Holistic,Agree,Agree,Agree,Agree,Disagree,"Watch TV,,,,,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,,,Cook/bake,Play video games,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Prefer not to say,Content that teaches,Time is a barrier,No,Pricing,,Kensho,Agree,No opinion,Agree,Agree,Agree,",Read books,,,Socialise meet friends,,Browse social media,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,,Cook/bake,,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,36-45,Female,Content that transforms,It is for Everyone,No,Lack of time,,Bliss,Agree,Agree,Agree,Agree,Agree,"Watch TV,,Play sports,,,Watch movies,Browse social media,,Go for a walk,Learn new skills,,Listen to music,,,Cook/bake,Play video games,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,36-45,Male,Content that entertains,Time is a barrier,No,Pricing,,Holistic,Disagree,Agree,Disagree,Disagree,Disagree,",,,,,,,,,,,,Go on an excursion,,,,,,,",Very Familiar,Familiar,Very Familiar,Very Familiar,Affordability
US,26-35,Male,Content that transforms,Credibility is a barrier,No,Not Interested,,Holistic,Agree,Agree,Agree,Disagree,Agree,",,,,,Watch movies,,,,,,,,,Cook/bake,,,,,",Very Familiar,Very Familiar,Not Familiar,Very Familiar,Content Relevance
US,18-25,Female,Content that transforms,It is for Everyone,No,Awareness,,Kensho,Agree,Disagree,Disagree,Agree,Disagree,",,,,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,,,Listen to music,,,,,Spend time with my partner,,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Female,Content that transforms,It is for Everyone,Yes,,Entrepreneurship/Leadership,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,Play sports,,Socialise meet friends,Watch movies,,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,,Cook/bake,,,Spend time with the kids,Go to a restaurant,",Very Familiar,Very Familiar,Familiar,Familiar,Content Relevance
US,26-35,Male,Content that entertains,Money is a barrier,No,Pricing,,Go Getters,Disagree,Agree,Disagree,Disagree,Disagree,",Read books,,,,Watch movies,,,,,,Listen to music,,,,Play video games,,,,",Familiar,Not Familiar,Very Familiar,Familiar,Time Convience
US,46-54,Female,Content that entertains,It is for Everyone,Yes,,Fitness,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,Play sports,Do arts crafts,,Watch movies,,Exercise,Go for a walk,,,,,,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Time Convience
US,26-35,Female,Content that transforms,Money is a barrier,Yes,,Finding community,Connection Seeker,Agree,Agree,Agree,Disagree,Agree,",Read books,,,,Watch movies,,Exercise,,,,,,Go on a nightout,,,,,,",Very Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Prefer not to say,Content that teaches,Credibility is a barrier,No,Awareness,,Holistic,No opinion,No opinion,No opinion,No opinion,No opinion,",,,,Socialise meet friends,,,,Go for a walk,,,,,,,,Spend time with my partner,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Female,Content that entertains,It is for Everyone,Yes,,Mindfullness,Spirituality Skeekers,Disagree,Agree,Agree,Agree,Disagree,"Watch TV,,,,,,Browse social media,,,,,Listen to music,,,Cook/bake,,,Spend time with the kids,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Female,Content that transforms,It is for Everyone,No,Pricing,,Great Resignation,Agree,Agree,Agree,Agree,Agree,",,,,,,,Exercise,,,,,,,,,Spend time with my partner,,,",Familiar,Familiar,Not Familiar,Familiar,Affordability
US,46-54,Male,Content that teaches,Time is a barrier,No,Awareness,,Go Getters,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,Listen to music,Go on an excursion,,,Play video games,,,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,26-35,Female,Content that teaches,Time is a barrier,Yes,,Crisis healing,Kensho,Agree,Disagree,Disagree,Disagree,Agree,"Watch TV,Read books,,,Socialise meet friends,,Browse social media,Exercise,Go for a walk,Learn new skills,,,,,Cook/bake,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Time Convience
US,46-54,Female,Content that teaches,It is for Everyone,Yes,,Mindfullness,Spirituality Skeekers,No opinion,Agree,Agree,Disagree,Agree,",Read books,,,,,,,,Learn new skills,,,,,Cook/bake,,Spend time with my partner,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Time Convience
US,18-25,Male,Content that transforms,It is for Everyone,Yes,,Entrepreneurship/Leadership,Go Getters,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,Play sports,,Socialise meet friends,Watch movies,Browse social media,Exercise,,Learn new skills,,Listen to music,,Go on a nightout,Cook/bake,Play video games,Spend time with my partner,,Go to a restaurant,",Familiar,Not Familiar,Familiar,Not Familiar,Content Relevance
US,26-35,Female,Content that teaches,Credibility is a barrier,No,Awareness,,Kensho,Agree,Agree,Disagree,Agree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,Watch movies,,Exercise,,,,Listen to music,,,Cook/bake,Play video games,Spend time with my partner,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,46-54,Female,Content that transforms,Money is a barrier,Yes,,Mindfullness,Spirituality Skeekers,Disagree,No opinion,Disagree,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,,,,,Play video games,Spend time with my partner,Spend time with the kids,,",Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Male,"No idea, never thought about it",Money is a barrier,No,Pricing,,Holistic,Disagree,Disagree,Disagree,Disagree,Disagree,"Watch TV,,,,Socialise meet friends,Watch movies,Browse social media,,,,,,,Go on a nightout,,,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Prefer not to say,Content that entertains,Money is a barrier,No,Pricing,,Kensho,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,,,,,,,,,,,Play video games,,Spend time with the kids,,",Not Familiar,Not Familiar,Familiar,Not Familiar,Affordability
US,26-35,Female,Content that teaches,Money is a barrier,No,Pricing,,Kensho,Agree,No opinion,No opinion,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,,,,,,,,Cook/bake,Play video games,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Female,Content that transforms,It is for Everyone,Yes,,Selfawareness,Spirituality Skeekers,Disagree,Agree,No opinion,Agree,Agree,",Read books,,Do arts crafts,Socialise meet friends,Watch movies,,Exercise,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,,,Cook/bake,,Spend time with my partner,Spend time with the kids,,",Very Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Female,Content that entertains,It is for Everyone,Yes,,Finding community,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,Do arts crafts,,,,,Go for a walk,,,Listen to music,,,,,Spend time with my partner,,Go to a restaurant,",Very Familiar,Very Familiar,Familiar,Familiar,Content Relevance
US,26-35,Female,Content that entertains,It is for Everyone,No,Pricing,,Spirituality Skeekers,Agree,No opinion,Agree,Disagree,Agree,"Watch TV,Read books,,,,Watch movies,,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,,Spend time with my partner,,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,46-54,Female,Content that transforms,It is for Everyone,No,Pricing,,Holistic,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,,Watch movies,Browse social media,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,Go on an excursion,,Cook/bake,Play video games,,Spend time with the kids,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Female,Content that teaches,Time is a barrier,No,Pricing,,Holistic,Agree,Disagree,Disagree,Disagree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,Meditate practice mindfulness,Listen to music,,Go on a nightout,Cook/bake,,,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,26-35,Female,Content that entertains,It is for Everyone,No,Awareness,,Spirituality Skeekers,Agree,Agree,Agree,Disagree,Agree,",Read books,,,,,,,Go for a walk,,,Listen to music,,,,,Spend time with my partner,,,",Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Male,Content that transforms,Money is a barrier,No,Lack of time,,Holistic,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,,,,,,Browse social media,,,,,Listen to music,,,Cook/bake,Play video games,,,,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Credibility
US,46-54,Female,Content that teaches,It is for Everyone,Yes,,Selfawareness,Go Getters,Agree,Agree,Agree,Disagree,Agree,",,,,,,,,,Learn new skills,Meditate practice mindfulness,Listen to music,,,,,,Spend time with the kids,,",Familiar,Very Familiar,Very Familiar,Not Familiar,Credibility
US,26-35,Female,Content that teaches,It is for Everyone,Yes,,Selfawareness,Go Getters,Agree,Agree,Disagree,Disagree,Disagree,"Watch TV,Read books,,Do arts crafts,,,,Exercise,Go for a walk,,,Listen to music,,,,Play video games,,,,",Familiar,Not Familiar,Familiar,Not Familiar,Affordability
US,46-54,Female,Content that teaches,Time is a barrier,No,Not Interested,,Holistic,Agree,Agree,Agree,Agree,Agree,",,,,,Watch movies,,,,,,Listen to music,,,,Play video games,Spend time with my partner,,,",Very Familiar,Very Familiar,Familiar,Very Familiar,Credibility
US,26-35,Female,Content that teaches,It is for Everyone,No,Awareness,,Spirituality Skeekers,Agree,Agree,Disagree,Agree,Agree,",Read books,,,,Watch movies,Browse social media,,,,,Listen to music,,,Cook/bake,,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Female,Content that teaches,Time is a barrier,No,Awareness,,Go Getters,Agree,Agree,Agree,Disagree,Agree,",,,,,,,,Go for a walk,,,Listen to music,,,,,Spend time with my partner,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Time Convience
US,26-35,Female,Content that teaches,Time is a barrier,Yes,,Finding community,Connection Seeker,Agree,Agree,Agree,Disagree,Agree,",,,Do arts crafts,,,Browse social media,,Go for a walk,,,Listen to music,,,Cook/bake,,,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,18-25,Female,Content that entertains,Time is a barrier,No,Pricing,,Great Resignation,Agree,Agree,Agree,Agree,No opinion,"Watch TV,,,,,,Browse social media,,Go for a walk,,,,,,,,,Spend time with the kids,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,18-25,Female,"No idea, never thought about it",Time is a barrier,No,Pricing,,Great Resignation,Agree,No opinion,Disagree,No opinion,No opinion,",Read books,,,,Watch movies,,,,,,Listen to music,,,,,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Female,Content that entertains,It is for Everyone,Yes,,Mindfullness,Spirituality Skeekers,Agree,Agree,No opinion,Agree,Agree,",,,Do arts crafts,,Watch movies,,,Go for a walk,,,,,Go on a nightout,,Play video games,Spend time with my partner,,Go to a restaurant,",Not Familiar,Very Familiar,Familiar,Not Familiar,Content Relevance
US,18-25,Female,"No idea, never thought about it",It is for Everyone,No,Lack of time,,Great Resignation,Agree,Agree,Disagree,Disagree,Agree,",Read books,Play sports,,,,,Exercise,Go for a walk,,,Listen to music,,,,,,,,",Familiar,Familiar,Familiar,Familiar,Content Relevance
US,46-54,Prefer not to say,Content that teaches,It is for Everyone,No,Lack of time,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,,,,,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Male,Content that entertains,Money is a barrier,No,Awareness,,Go Getters,Agree,Agree,Agree,Disagree,Agree,"Watch TV,,,,,,,,Go for a walk,Learn new skills,,,,,,,,,,",Not Familiar,Familiar,Very Familiar,Not Familiar,Credibility
US,18-25,Female,Content that entertains,Money is a barrier,No,Pricing,,Go Getters,Agree,Agree,Agree,Disagree,Disagree,"Watch TV,,,,,Watch movies,,Exercise,,,,Listen to music,,Go on a nightout,,Play video games,,Spend time with the kids,Go to a restaurant,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Female,Content that teaches,It is for Everyone,No,Lack of time,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Disagree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,,Listen to music,,,Cook/bake,,,,,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
US,46-54,Female,Content that teaches,Money is a barrier,No,Pricing,,Spirituality Skeekers,Agree,Disagree,Agree,Disagree,Agree,"Watch TV,Read books,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,Go on an excursion,Go on a nightout,,Play video games,,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Female,Content that entertains,Time is a barrier,No,Lack of time,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,Socialise meet friends,Watch movies,Browse social media,,Go for a walk,Learn new skills,Meditate practice mindfulness,Listen to music,,,,Play video games,,,Go to a restaurant,",Not Familiar,Not Familiar,Not Familiar,Not Familiar,Credibility
US,26-35,Female,Content that teaches,Money is a barrier,No,Pricing,,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,,Play sports,,,Watch movies,,Exercise,,Learn new skills,,Listen to music,,,,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,26-35,Female,Content that teaches,It is for Everyone,Yes,,Entrepreneurship/Leadership,Go Getters,Disagree,Agree,Agree,Disagree,Agree,"Watch TV,Read books,Play sports,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,,,,,,,Spend time with my partner,,Go to a restaurant,",Familiar,Very Familiar,Familiar,Familiar,Time Convience
US,26-35,Female,Content that teaches,It is for Everyone,Yes,,Entrepreneurship/Leadership,Go Getters,Disagree,Agree,Agree,Disagree,Agree,",Read books,,Do arts crafts,,Watch movies,,Exercise,,,,Listen to music,,,,Play video games,Spend time with my partner,,,",Familiar,Not Familiar,Not Familiar,Familiar,Content Relevance
US,26-35,Female,Content that transforms,Money is a barrier,No,Not Interested,,Holistic,Agree,Agree,Disagree,Agree,Agree,"Watch TV,,,Do arts crafts,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,,Listen to music,,Go on a nightout,Cook/bake,Play video games,,Spend time with the kids,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Familiar,Affordability
US,26-35,Female,Content that entertains,Money is a barrier,No,Pricing,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,Do arts crafts,,Watch movies,Browse social media,Exercise,Go for a walk,Learn new skills,,Listen to music,,,Cook/bake,Play video games,,,,",Very Familiar,Very Familiar,Familiar,Familiar,Content Relevance
US,46-54,Male,Content that teaches,Time is a barrier,No,Not Interested,,Spirituality Skeekers,Disagree,Agree,Agree,Disagree,Disagree,"Watch TV,,,,,,Browse social media,,,,,,,,Cook/bake,,,,,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,26-35,Male,Content that teaches,It is for Everyone,Yes,,Selfawareness,Bliss,Agree,Agree,Disagree,Disagree,Agree,"Watch TV,Read books,,,,Watch movies,,,Go for a walk,,,,,Go on a nightout,Cook/bake,,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Female,Content that teaches,It is for Everyone,Yes,,Selfawareness,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,,,Go on an excursion,,Cook/bake,,,,,",Familiar,Familiar,Familiar,Not Familiar,Affordability
US,46-54,Female,Content that transforms,Time is a barrier,Yes,,Selfawareness,Spirituality Skeekers,Agree,Agree,Agree,Agree,Agree,",Read books,,Do arts crafts,,Watch movies,Browse social media,,Go for a walk,,,,Go on an excursion,,Cook/bake,Play video games,,Spend time with the kids,Go to a restaurant,",Not Familiar,Very Familiar,Not Familiar,Not Familiar,Affordability
US,46-54,Male,Content that teaches,Money is a barrier,No,Awareness,,Holistic,Agree,Disagree,Agree,Agree,Agree,",,,,,Watch movies,,,Go for a walk,Learn new skills,,Listen to music,,,,Play video games,,,,",Familiar,Very Familiar,Familiar,Familiar,Credibility
US,18-25,Female,Content that transforms,It is for Everyone,No,Lack of time,,Great Resignation,Agree,No opinion,Agree,Agree,Agree,",,,,,,,,,,,Listen to music,,,,,,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Affordability
US,18-25,Prefer not to say,"No idea, never thought about it",Time is a barrier,Yes,,Fitness,Holistic,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,,,,,,,,,,,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Content Relevance
US,46-54,Male,Content that teaches,Time is a barrier,No,Awareness,,Gen Z,Agree,Agree,Disagree,Agree,Agree,"Watch TV,,,,,Watch movies,,Exercise,,,,,,,,,,,Go to a restaurant,",Familiar,Familiar,Familiar,Not Familiar,Content Relevance
US,18-25,Female,Content that teaches,Money is a barrier,No,Not Interested,,Go Getters,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,Browse social media,Exercise,,,,Listen to music,,,Cook/bake,,Spend time with my partner,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Credibility
US,26-35,Female,Content that entertains,Money is a barrier,No,Pricing,,Holistic,Agree,Agree,No opinion,Agree,Agree,",Read books,,Do arts crafts,,Watch movies,Browse social media,Exercise,,,,Listen to music,,,,Play video games,Spend time with my partner,,,",Familiar,Familiar,Not Familiar,Not Familiar,Content Relevance
US,46-54,Female,Content that teaches,Time is a barrier,Yes,,Mindfullness,Holistic,Agree,Disagree,Disagree,Disagree,Agree,",Read books,Play sports,,Socialise meet friends,Watch movies,,Exercise,Go for a walk,Learn new skills,,Listen to music,,,Cook/bake,Play video games,Spend time with my partner,Spend time with the kids,Go to a restaurant,",Not Familiar,Familiar,Not Familiar,Familiar,Affordability
US,18-25,Female,Content that teaches,Money is a barrier,Yes,,Crisis healing,Kensho,Disagree,Agree,Agree,Agree,Agree,",,,,,,Browse social media,,,,,,,,,,,,,",Very Familiar,Very Familiar,Very Familiar,Very Familiar,Time Convience
US,26-35,Female,Content that teaches,It is for Everyone,Yes,,Selfawareness,Connection Seeker,Agree,No opinion,Disagree,Disagree,Agree,"Watch TV,Read books,,,Socialise meet friends,Watch movies,Browse social media,Exercise,Go for a walk,,,,,,Cook/bake,,,,Go to a restaurant,",Very Familiar,Very Familiar,Very Familiar,Not Familiar,Content Relevance
US,26-35,Male,Content that entertains,It is for Everyone,No,Lack of time,,Holistic,Agree,Agree,Agree,Agree,Agree,",,Play sports,,,,Browse social media,,,,,Listen to music,,,Cook/bake,,,,,",Not Familiar,Very Familiar,Familiar,Not Familiar,Credibility
US,18-25,Female,Content that entertains,It is for Everyone,No,Pricing,,Bliss,Agree,Agree,Agree,Agree,Agree,",,,,,Watch movies,Browse social media,,Go for a walk,,,Listen to music,,,,,Spend time with my partner,,,",Not Familiar,Familiar,Not Familiar,Not Familiar,Time Convience
US,46-54,Male,Content that teaches,It is for Everyone,No,Pricing,,Great Resignation,Agree,Agree,Agree,Agree,Agree,"Watch TV,,,,,Watch movies,,,,,,Listen to music,,,,,,,Go to a restaurant,",Familiar,Familiar,Not Familiar,Not Familiar,Affordability
